123 7513877.2009 4698758.9293 611.9550 "1"
124 7513974.7781 4698961.3215 614.3650 "2"
153 7513869.1539 4698771.7686 611.9440 "3"
154 7513887.6794 4698813.3190 613.9850 "4"
155 7513891.7680 4698822.1977 614.3150 "5"
156 7513904.8087 4698816.1927 614.5070 "6"
157 7513899.7490 4698839.5296 614.6270 "7"
158 7513915.1125 4698870.7728 614.8630 "8"
159 7513915.9273 4698872.4063 614.8810 "9"
160 7513928.8120 4698865.9798 615.2820 "10"
161 7513937.9222 4698916.5050 614.8560 "11"
162 7513938.1434 4698925.5566 614.6330 "12"
163 7513941.7519 4698923.8250 614.7570 "13"
164 7513953.8917 4698917.9994 614.9960 "14"
